player_api_id,overall_rating
163255,73
163255,73
364826,62
41350,67
41350,67
190522,71
190522,71
190522,71
190522,70
128045,70
128045,70
128045,72
128045,73
198566,75
361337,69
280976,68
280976,68
280976,68
183365,74
183365,74
183365,74
30832,71
30832,72
361307,67
384374,74
620136,60
293074,71
293074,71
293074,71
196484,75
196484,75
185925,74
185925,74
185925,74
185925,74
185925,74
79274,69
118433,67
118433,67
119542,72
119542,71
119542,71
119542,72
119542,70
30968,79
115519,74
181205,71
181205,71
181205,71
47041,79
47041,79
47041,79
47041,79
147729,83
147729,83
163616,74
620578,59
620578,59
620578,59
518628,63
518628,63
518628,62
518628,62
176831,72
176831,71
176831,70
27568,69
27568,69
37335,72
114333,71
114333,71
114333,68
32118,78
32118,78
355347,67
355347,67
182892,74
182892,74
182892,73
184645,69
184645,69
184645,69
277466,69
277466,70
277466,70
68937,67
68937,68
68937,68
206801,60
206801,60
206801,60
139895,64
139895,64
139895,64
118530,63
118530,63
118530,64
68802,65
68802,65
68802,65
13334,65
13334,64
13334,68
13515,62
555650,57
555650,56
555650,54
69485,66
69485,66
13518,80
13518,80
229737,64
229737,64
229737,65
178732,73
178732,73
178732,73
30275,62
30275,62
206694,73
13449,70
13449,70
116872,58
249059,58
249059,58
249059,57
191132,69
191132,69
191132,69
191132,69
362694,78
362694,78
22959,66
22959,66
609711,53
609711,53
35628,70
35628,69
150201,78
156937,64
156937,64
156937,64
156937,63
667970,57
30841,76
30841,76
30841,76
118822,68
361714,71
361714,71
361714,71
69346,62
69346,61
206844,62
206844,62
206844,62
13383,62
206829,66
206829,66
68796,66
68796,66
68796,66
502648,62
502648,62
502648,61
502648,60
150239,66
150239,66
150239,67
112935,72
112935,72
112935,71
112935,71
112935,70
112935,71
105610,67
185389,71
185389,70
185389,69
185389,69
185389,70
185389,70
185389,70
38419,70
38419,70
214899,69
37254,71
37254,71
37254,72
94318,72
37048,68
469701,73
469701,72
469701,70
469701,70
150041,79
150041,80
34305,77
34305,77
147600,70
147600,69
147600,69
147600,69
112477,72
112477,72
112477,72
112477,72
112477,72
112477,72
112477,72
30530,74
41100,69
535603,71
535603,71
130738,66
130738,66
130738,65
292771,67
292771,67
292771,67
292771,66
546034,61
546034,61
94043,81
156664,71
156664,71
156664,72
629579,68
299358,71
299358,70
72735,77
72735,77
72735,77
72735,78
154856,66
154856,66
45316,73
45316,73
45316,73
172899,78
172899,78
172899,78
114762,68
37474,72
37474,72
37474,72
96651,68
280920,72
280920,72
521318,53
521318,53
521318,53
97319,71
97319,71
39658,74
39658,75
38701,79
192574,64
192574,64
178800,69
49866,74
49866,74
70513,69
210276,78
210276,78
210276,77
210276,77
37970,64
150735,72
27299,90
27299,90
27299,90
33756,67
24536,72
24536,72
24536,72
24536,72
24536,72
24536,72
282723,73
282723,73
282723,73
282723,73
282723,72
282723,72
282723,72
282723,72
282723,72
282723,72
36186,75
202669,59
268282,80
268282,79
268282,79
268282,79
268282,80
93985,78
93985,78
164316,70
139671,75
139671,74
139671,74
139671,74
139671,73
139671,73
139671,72
139671,72
21450,69
23148,74
23148,74
23148,72
23148,72
173382,75
173382,75
355357,75
355357,75
355357,75
355357,75
355357,75
37879,73
37879,73
37879,73
121642,69
180284,64
164494,64
47418,73
47418,73
27364,65
184554,82
184554,82
184554,82
26494,64
26494,64
26494,63
26494,64
26494,64
26494,64
355356,71
355356,71
355356,70
200743,65
200743,65
192842,71
192842,71
192842,71
192842,71
192842,71
192842,71
192842,70
192842,69
192842,69
192842,69
166932,71
166932,72
166932,72
45464,66
45464,68
45464,68
22831,65
22831,65
22831,65
36554,74
36554,74
36554,74
36057,68
36057,68
36057,68
127945,75
127945,75
127945,75
127945,75
127945,75
127945,75
179115,68
179115,69
179115,69
94685,78
94685,78
94685,78
466357,72
96532,66
96532,66
282278,68
282278,68
282278,68
282278,70
282278,70
282278,70
19434,71
19434,72
19434,72
206508,78
206508,78
206508,78
206508,78
206508,78
206508,78
206508,77
49847,74
49847,74
49847,74
474736,72
474736,72
165624,72
165624,72
165624,72
165624,71
20325,71
20325,71
148955,73
148955,70
148955,70
148955,70
148955,70
148955,70
280350,77
28467,83
78908,75
78908,75
78908,75
78908,75
150809,66
150809,66
150809,66
150809,66
189190,68
189190,68
189190,68
189190,68
189190,68
645704,60
645704,60
645704,59
69229,70
69229,71
69229,71
69229,71
656342,53
13423,72
310659,56
310659,56
176298,63
498033,75
185798,70
185798,70
362113,75
362113,75
362113,75
362113,75
362113,75
362113,75
362113,74
56992,68
195782,71
195782,71
195782,71
195782,70
39447,74
39447,74
39447,74
320183,56
155273,67
155273,67
155273,67
25628,71
25628,71
25628,71
31938,69
202650,66
202650,66
202650,66
202650,66
202650,66
202650,66
182836,69
182836,69
182836,69
109338,69
109338,69
24502,70
24502,70
24502,71
24502,72
24502,71
24502,71
24502,70
49851,69
49851,69
111897,73
111897,73
111897,73
190796,77
190796,77
190796,77
496285,63
496285,63
35643,69
35643,69
40946,77
40946,77
27720,70
157869,73
157869,74
157869,75
157869,75
157869,76
8881,64
8881,64
179817,69
179817,70
179817,70
179817,70
179817,71
73999,80
73999,80
73999,80
73999,80
8780,69
8780,69
8780,69
129944,86
129944,86
129944,86
18628,76
18628,76
18628,76
18628,76
18628,76
27475,75
29340,66
29340,66
79253,73
79253,74
34082,68
78410,71
165952,69
165952,69
165952,68
165952,69
165952,69
212630,78
212630,77
212630,77
149909,69
149909,69
199291,75
199291,75
199291,75
199291,75
199291,75
199291,74
199291,74
199291,75
190972,84
25947,65
41640,68
41640,68
41640,68
41640,68
41640,68
41640,68
196169,75
196169,75
196169,75
196169,75
196169,75
196169,74
18520,76
18520,76
183184,66
435669,73
161035,78
161035,81
161035,81
75306,68
75306,68
195585,60
58491,66
119273,69
41171,69
696365,69
696365,69
696365,68
696365,65
696365,65
606491,64
606491,64
25922,70
41658,82
41658,82
41658,82
36640,65
36640,65
69252,57
69252,58
69252,58
22834,78
22834,78
22834,78
22834,77
22834,77
69254,60
69254,60
69254,60
69254,60
69261,63
69261,63
30278,64
30278,66
423631,66
113702,66
38467,75
38932,70
38932,70
39267,74
39267,74
39267,74
18164,70
112801,70
112801,70
112801,70
31207,65
108808,79
108808,79
108808,79
108808,79
108808,80
257845,58
40186,68
40186,68
97865,66
183185,80
183185,79
177714,84
177714,84
27326,81
27326,80
27326,80
27326,80
134132,63
134132,63
134132,63
421786,76
421786,76
421786,76
421786,76
421786,76
421786,76
114215,68
114215,68
114215,68
75447,82
75447,82
75447,82
75447,82
75447,82
75447,82
75447,82
102374,64
102374,62
491221,59
282731,76
282731,76
299411,67
37631,78
37631,78
114216,64
114216,64
114216,64
36379,71
36379,71
36379,70
36379,71
36379,71
528347,69
528347,69
282420,75
282420,75
41667,72
41667,72
556029,66
69533,64
69533,65
69533,65
13554,66
43313,64
43313,64
43313,64
115143,64
115143,65
115143,65
294490,67
294490,67
294490,67
294490,67
294490,66
24579,73
24579,72
24579,71
194134,64
155384,70
351898,67
351898,67
351898,66
190846,61
34233,73
22988,67
22988,67
22988,67
22988,67
37169,77
37169,76
37169,76
171791,67
384144,60
32844,70
32844,70
32844,70
30633,73
212819,74
212819,73
212819,73
212819,72
212819,72
102622,76
110148,79
110148,79
110148,79
358759,66
358759,64
30563,80
173936,67
173936,67
206242,69
206242,69
206242,69
427161,65
427161,65
427161,65
71353,75
71353,74
71353,74
71353,75
71353,75
71353,75
185152,66
185152,67
425988,65
425988,67
425988,67
425988,67
213487,69
150119,74
150119,75
150119,75
150119,75
36035,73
36035,73
36035,74
36035,74
157101,75
157101,75
32343,67
32343,66
32343,66
30827,73
30827,73
30827,73
30827,73
45254,71
667787,61
667787,61
305827,65
305827,65
305827,65
305827,65
571379,64
571379,64
571379,64
25537,74
25537,74
25537,74
39618,78
39618,78
39618,78
128020,75
128020,75
128020,75
41582,63
41582,63
41582,65
198559,76
198559,76
198559,76
198559,75
198559,75
198559,74
198559,73
110145,67
110145,67
413155,65
139775,65
169865,78
169865,78
169865,77
169865,78
309682,60
309682,58
309682,58
309682,58
309682,51
96616,80
96616,80
96616,81
96616,81
17480,63
17480,63
17480,63
30459,78
30459,79
47532,71
27234,75
195207,75
195207,75
115068,63
115068,63
154271,74
275328,62
275328,62
275328,61
275328,62
275328,62
275328,62
393287,64
393287,62
393287,61
393287,61
393287,61
174054,68
174054,68
213688,78
213688,78
89270,67
89270,67
25667,74
25667,74
232143,59
37383,66
37383,66
37383,66
37383,66
40735,80
24439,65
106559,66
541330,71
541330,71
541330,70
269666,71
289883,67
289883,65
289883,65
289883,63
27411,70
27411,70
27411,70
27411,70
27411,69
343757,66
343757,66
28108,68
530858,64
530858,64
306651,65
306651,65
27550,76
27550,75
27550,75
180784,68
180784,67
180784,67
229759,76
229759,75
229759,75
229759,75
229759,75
229759,75
229759,75
553555,64
181242,65
181242,65
180236,74
180236,74
180236,73
292461,64
114737,77
114737,76
240236,72
74382,67
74382,67
74382,67
74382,68
239352,71
150389,66
150389,64
150389,64
39194,69
39194,69
33816,73
30284,75
30284,75
30284,75
30284,74
30284,73
30284,73
96646,69
108401,72
108401,72
108401,72
196308,71
196308,71
196308,71
196308,71
196308,72
196308,73
196308,73
196308,73
239219,78
239219,78
113672,81
113672,81
159452,66
159452,66
114651,73
114651,73
114651,74
618737,53
69004,59
69004,59
69004,59
92222,69
92222,67
92222,67
92222,67
92222,66
433627,61
433627,61
433627,60
159342,70
159342,70
159342,70
208295,59
208295,59
208295,59
275726,64
275735,68
275735,67
275735,66
208388,68
208388,68
186968,65
186968,65
186968,65
186968,65
186968,65
186968,65
248457,64
248457,63
248457,63
248457,63
309869,61
502539,58
502539,58
502539,58
502539,58
502539,58
522651,72
522651,72
261348,75
261348,75
323380,70
323380,69
323380,68
305712,71
198400,60
198400,61
198400,61
198400,60
244278,67
71908,72
71908,72
71908,72
71908,72
71908,72
215931,62
215931,62
215931,62
71788,67
71788,67
71788,67
71788,67
71788,67
365244,62
365244,62
26155,77
26155,77
26155,77
26155,77
26155,77
26155,77
26155,77
26154,79
229855,66
229855,67
229855,68
111787,75
111787,75
111787,75
111787,75
111787,75
111787,75
94324,66
23688,76
23688,76
23688,77
186811,67
186811,66
156716,72
156716,72
40060,80
111033,74
111033,73
34035,76
34035,75
182765,74
182765,74
182765,73
182765,73
47373,76
47373,76
47373,77
18376,66
412762,76
412762,74
412762,74
429986,57
429986,57
429986,56
429986,56
517941,73
517941,73
517941,73
110883,72
110883,73
110883,73
18823,73
46552,74
46552,74
46552,74
206322,75
206322,75
206322,75
206322,75
196172,62
196172,62
196172,62
282060,74
282060,74
282060,74
282060,74
282060,74
282060,74
36388,86
214123,70
214123,70
214123,70
178283,67
178283,67
23170,65
239920,68
239920,68
239920,68
239920,68
239920,68
239920,67
239920,67
239920,67
478357,62
478357,62
478357,62
478357,62
23538,73
23538,74
23538,74
70369,70
458324,72
458324,70
538112,66
279820,71
39376,70
39376,70
182715,68
182715,68
182715,68
182715,68
27668,69
27668,71
27668,72
46820,81
46820,80
46820,81
46820,81
46820,81
46820,81
46820,81
46820,81
448321,67
448321,67
448321,67
448321,67
448321,67
448321,67
415113,71
415113,71
415113,71
415113,71
415113,71
415539,69
415539,69
415539,69
415539,69
73845,69
73845,69
140490,60
140490,59
140490,59
78511,60
78511,60
173408,68
173408,69
186705,69
186705,69
241498,63
241498,63
241498,63
241498,63
23073,68
185014,72
185014,73
185014,73
183715,74
183715,74
183715,74
183715,74
516273,63
516273,63
127133,73
127133,73
127133,73
24372,69
23818,71
303912,76
303912,76
36086,75
36086,75
182893,66
182893,68
27320,74
27320,74
27320,74
27320,73
179769,66
179769,66
179769,66
154228,67
154228,67
67300,62
67300,62
178142,62
178142,62
39422,72
39422,73
39422,73
288613,75
288613,75
154249,76
154249,76
154249,76
154249,76
181910,81
244809,71
244809,71
192316,69
186880,71
72489,67
72489,68
72489,68
72489,68
181069,76
70360,71
70360,71
570956,64
566389,64
566389,59
346379,72
346379,73
346379,73
346379,72
346379,72
109298,75
109298,75
109298,75
35575,76
35575,76
35575,76
35575,75
35575,75
35575,75
128036,78
128036,78
128036,78
128036,78
320614,69
320614,69
320614,69
320614,69
39492,64
41318,73
41318,74
41318,75
42429,62
625340,62
18859,74
18859,74
301167,68
667953,57
26253,71
26253,72
26253,74
26253,74
26253,74
113311,72
113631,72
113631,72
206711,72
282770,80
282770,80
282770,80
282770,80
282770,79
282770,79
111741,65
18506,76
18506,76
18506,76
18506,76
18506,76
18506,76
263260,73
193178,64
531014,69
531014,68
531014,68
531014,67
531014,66
531014,65
27376,68
58346,81
58346,81
58346,81
425963,79
425963,79
425963,78
46349,79
33640,77
33640,77
33640,77
33640,77
33640,77
29587,76
29587,77
33632,75
33632,76
38323,65
38323,65
38323,65
46645,70
179415,69
46666,65
156693,72
156693,72
156693,72
156693,73
210389,70
520450,55
263511,69
182923,80
182923,80
173952,74
173952,73
166575,76
298915,77
298915,77
298915,77
298915,77
298915,77
602523,59
602523,59
602523,59
614384,59
532738,72
532738,72
532738,71
57071,79
57071,79
178784,73
178784,73
178784,73
178784,74
34304,79
179365,71
179365,71
179365,71
72665,72
111865,69
111865,69
111865,70
111865,70
111865,70
111865,70
111865,70
30964,73
30964,73
38383,79
38383,79
38383,79
38383,79
46335,72
46335,72
46335,71
46335,71
46241,75
46241,75
46241,75
437329,69
437329,67
437329,67
40428,71
301234,70
301234,70
301234,69
46875,83
148335,76
148335,76
148335,76
148335,76
32999,76
143757,72
143757,72
46716,67
203940,65
203940,62
203940,62
303358,68
303358,68
141396,77
141396,77
141396,77
141396,77
141396,77
141396,77
141396,77
315058,67
315058,67
315058,68
315058,68
315058,68
493160,63
303824,79
303824,80
303824,80
303824,81
303824,81
303824,81
303824,81
287645,60
287645,60
352402,68
9079,70
9079,70
9079,71
28435,73
136516,69
305248,62
36378,88
36378,88
26374,74
26374,75
191788,78
191788,78
191788,78
24208,77
24208,77
24208,78
24208,78
24208,78
42502,74
71765,64
71765,64
71765,64
71765,64
111909,69
111909,71
111909,73
26472,79
26472,80
26472,80
34944,80
34944,80
34944,80
34944,80
24531,76
24531,76
179239,72
179239,73
241424,59
280472,65
280472,65
280472,65
280472,65
280472,64
280472,64
304860,67
304860,68
304860,68
35398,63
35398,62
198316,69
198316,69
282292,63
282292,63
282292,64
214617,70
214617,70
214617,70
214617,70
464500,68
424128,69
22969,63
26886,65
26886,65
26886,65
354485,66
354485,66
290410,72
290410,72
290410,72
290410,72
290410,71
290410,71
662818,53
662818,53
32148,69
39215,79
39215,79
95216,74
95216,73
95216,73
29673,69
32447,66
32447,67
32447,67
41066,66
23507,60
23507,60
282253,68
282253,68
282253,68
371538,66
371538,66
371538,66
371538,66
187109,65
70288,68
200630,72
27284,74
417759,55
23275,65
23275,67
34275,73
34275,73
34275,73
103684,67
158545,75
158545,75
158545,75
158545,74
158545,74
158545,74
158545,74
558160,53
558160,52
138159,63
138159,63
190801,66
190801,66
190801,65
190801,65
277936,60
277936,60
277936,60
488960,65
488960,66
488960,66
147616,63
147616,64
43210,71
43210,71
463810,61
463810,59
206792,69
206792,70
208813,66
208813,66
275763,58
275763,58
181654,64
25255,64
114816,69
490184,62
490184,59
252672,50
189111,69
189111,69
189111,69
189111,69
20401,78
166111,71
166111,71
92532,67
92532,67
92532,67
92532,67
37193,80
37193,80
150316,75
150316,75
150316,75
97502,67
97502,67
97502,67
97502,67
97502,67
41643,63
41643,63
41643,63
239213,67
24403,73
24403,73
24403,74
458660,66
24546,69
8777,60
45898,64
208985,67
208985,66
208985,66
110161,73
110161,73
248689,79
248689,79
248689,79
46887,66
46887,66
200509,71
200509,71
200509,71
46448,70
46448,70
522673,60
352365,66
352365,66
73977,71
38886,73
33845,80
114769,74
673749,65
673749,65
673749,64
33865,73
71724,78
71724,78
71724,78
690308,59
690308,59
38449,63
38449,64
38449,64
317580,69
317580,72
164128,76
164128,75
571298,69
571298,69
571298,69
41470,74
41470,74
96937,74
196957,66
196957,67
196957,67
177716,72
177716,72
80229,71
80229,71
448859,66
25791,70
25791,70
25791,71
194632,69
194632,69
42308,72
42308,72
42308,72
200601,67
200601,67
200601,67
31701,72
31701,72
31701,73
31701,73
37042,71
37042,71
37042,71
37042,71
451980,53
213167,72
264860,74
264860,73
259375,68
24899,73
310199,66
310199,64
75616,70
24011,78
154938,79
678234,73
678234,73
678234,73
678234,71
678234,71
678234,71
678234,68
678234,68
678234,63
678234,60
43375,78
43375,78
182224,80
182224,80
182224,80
122055,70
141699,78
141699,78
141699,77
40016,77
40016,77
108381,67
108381,67
119702,60
119702,60
504033,69
140963,65
140963,65
140963,65
309328,65
309328,65
8985,76
28472,63
28472,63
28472,63
262542,60
262542,60
262542,60
262542,60
262542,60
38848,73
26285,67
387727,74
387727,74
140932,72
140932,72
140932,70
140932,70
31314,69
31314,70
31314,69
31314,68
31314,68
31314,68
32760,66
32760,66
32760,66
32760,66
515333,61
515333,61
515333,61
208814,62
208814,62
208814,63
660165,74
660165,74
660165,72
660165,71
113757,72
361311,72
185554,69
96398,84
96398,84
96398,84
19327,85
19327,85
19327,85
74229,69
74229,69
74229,69
74229,69
74229,70
113902,72
113902,71
71350,67
415500,66
415500,66
415500,66
415500,64
415500,64
330458,61
330458,60
41688,76
41688,76
237610,67
237610,67
237610,67
237610,67
30638,79
30638,79
30638,79
30638,80
154235,73
154235,73
154235,73
36395,70
36395,70
36395,70
179241,67
179241,67
109648,68
69149,74
243430,68
243430,69
298823,72
298823,72
298823,72
298823,71
298823,71
298823,74
298823,74
298823,74
39331,75
39331,76
91560,66
91560,66
91560,66
313668,69
313668,65
313668,65
147733,69
147733,69
147733,69
40015,74
40015,74
45831,65
339992,73
339992,72
541556,65
541556,65
541556,65
541556,65
541556,65
541556,65
541556,65
26402,72
26402,72
601592,65
466143,70
466143,68
466143,67
292462,80
292462,80
303334,70
173922,64
29145,72
29145,73
29145,73
215079,73
212598,67
212598,67
21751,71
38382,68
38382,68
514850,61
514850,61
279873,73
279873,73
279873,73
37510,70
113227,69
113227,69
41232,74
32746,77
32746,78
355901,77
355901,77
46893,82
46893,82
34563,64
34563,64
34563,64
34563,64
34563,64
274779,60
171091,70
171091,70
171091,69
171091,69
171091,69
212892,73
25611,70
25611,68
23916,68
23916,68
33578,67
33578,66
439148,67
354482,62
467486,73
467486,73
467486,73
467486,71
467486,71
160211,72
160211,74
352860,71
352860,71
181029,65
41008,80
41008,80
41008,80
509148,67
509148,66
509148,66
275122,73
275122,73
195414,69
195414,69
195414,69
643672,54
121639,73
121639,74
426709,75
426709,74
426709,74
426709,75
426709,75
426709,76
94550,79
94550,80
261597,67
212866,75
212866,75
121225,65
289472,74
289472,74
522579,74
47575,67
157102,67
157102,68
244458,71
41198,78
37986,71
179810,64
179810,64
39625,66
134221,70
134221,70
319300,79
319300,79
319300,78
319300,78
319300,78
319300,78
319300,77
319300,76
319300,76
319300,76
120845,72
120845,72
500520,74
38336,75
38336,75
46621,74
301809,73
301809,73
301809,74
301809,75
105919,70
110189,78
242477,73
242477,73
213499,77
406257,75
38521,80
38521,80
38521,80
638089,65
638089,65
614449,69
614449,67
614449,67
614449,66
614449,66
200612,70
200612,70
200612,70
200612,68
200612,68
200612,68
200612,68
200612,68
213820,70
213820,70
213820,70
265275,76
265275,76
210128,77
210128,77
210128,76
210128,76
67958,73
67958,73
67958,73
67958,73
37154,67
40945,82
40945,82
40945,82
458806,68
458806,68
166557,66
166557,66
166557,66
166557,66
417068,72
417068,72
417068,70
417068,70
139673,71
139673,71
139673,71
139673,71
139672,66
139672,66
139672,67
139672,67
23305,76
23305,76
168065,67
168065,67
168065,67
149211,67
149211,68
201664,74
201664,74
201664,74
201664,74
45502,63
45502,63
515337,61
521945,71
521945,71
521945,71
521945,71
160495,57
160495,57
160495,54
209418,65
209418,65
209418,65
75001,71
230133,69
230133,69
230133,69
29571,66
391064,68
38257,69
38257,69
38257,69
38257,69
24209,76
240478,75
240478,75
240478,75
240478,75
240478,75
102356,74
102356,74
102356,74
72815,68
470499,67
25693,69
25693,69
